TF_gene,tissue_bladder,TF_transcript_id_bladder,target_gene_bladder,target_transcript_id_bladder,importance_bladder,bladder_percentage,bladder_opposite_percentage,tissue_uterus,TF_transcript_id_uterus,target_gene_uterus,target_transcript_id_uterus,importance_uterus,uterus_percentage,uterus_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
CNOT7,bladder,CNOT7-207,GOLGA8S,GOLGA8S-202,5.146826757318282,0.09668035592060241,0.9033196440793976,uterus,CNOT7-201,CNOT7,0,8.448191587374579,0.8885435387814073,0.11145646121859265,0.0,0,True
PML,bladder,PML-209,ATP2A2,0,5.13049044978708,0.10090558295275241,0.8990944170472476,uterus,PML-209,FAU,FAU-206,4.337208737320942,0.8990944170472476,0.10090558295275243,0.0,0,True
TCF4,bladder,TCF4-276,LBH,LBH-201,5.123970907882251,0.07838513875472955,0.9216148612452705,uterus,TCF4-218,ARID1B,ARID1B-218,5.127512505938013,0.0,0.0,0.0,0,True
NR2C1,bladder,NR2C1-212,PIN4,PIN4-201,5.116183833996278,0.09626368737532474,0.9037363126246752,uterus,NR2C1-212,ZNF141,ZNF141-206,6.516213252597922,0.9037363126246752,0.09626368737532476,0.0,0,True
NME2,bladder,NME2-202,NR1D2,NR1D2-201,5.111608862897999,0.18961260282060574,0.8103873971793942,uterus,NME2-205,NME2,NME2-204,5.763830441702731,0.8731072104836043,0.1268927895163957,0.0,0,True
PIAS1,bladder,PIAS1-201,SUN2,SUN2-202,5.108934564678578,0.13691737288135591,0.863082627118644,uterus,PIAS1-201,PIAS1,0,5.435280875650561,0.863082627118644,0.13691737288135597,0.0,0,True
LMO2,bladder,LMO2-202,TMEM256,0,5.104913474834897,0.09182143107435699,0.908178568925643,uterus,LMO2-202,LMO2,LMO2-204,4.6684813450546745,0.908178568925643,0.09182143107435703,0.0,0,True
CTNNB1,bladder,CTNNB1-202,RAB1A,0,5.100578866345658,0.09882716751647035,0.9011728324835296,uterus,CTNNB1-201,CTNNB1,0,4.194556188654442,0.9091651366527385,0.09083486334726154,0.0,0,True
PPP1R13L,bladder,PPP1R13L-207,ADRB1,ADRB1-201,5.100460615748765,0.3231770259455571,0.6768229740544429,uterus,PPP1R13L-204,PPP1R13L,0,4.607052345394668,0.8857649085592021,0.11423509144079791,-1.95004001722719,Downregulated,True
ZNF230,bladder,ZNF230-201,CD46,CD46-208,5.086778298902395,0.10980816645619094,0.890191833543809,uterus,ZNF230-201,ZNF230,0,4.505622569236953,0.8901918335438092,0.10980816645619085,0.0,0,True
NFYC,bladder,NFYC-216,ARHGEF40,ARHGEF40-203,5.085839275249891,0.10595998297147714,0.8940400170285229,uterus,NFYC-219,LMF1,0,6.365317488426991,0.9133202462406373,0.08667975375936265,0.0,0,True
FLYWCH1,bladder,FLYWCH1-212,ADAP2,ADAP2-203,5.079774051400932,0.11837148048743894,0.881628519512561,uterus,FLYWCH1-212,FLYWCH1,0,5.349464044093593,0.8816285195125612,0.11837148048743884,0.0,0,True
ZNF521,bladder,ZNF521-201,ZNF521,0,5.062399060141964,0.06710604419477031,0.9328939558052297,uterus,ZNF521-201,ZNF521,0,7.318250112941699,0.9328939558052296,0.0671060441947704,0.0,0,True
KMT2B,bladder,KMT2B-202,FLII,FLII-213,5.0620453713598055,0.1153441469942306,0.8846558530057694,uterus,KMT2B-202,MOV10,MOV10-215,5.214112585269494,0.8846558530057694,0.11534414699423057,0.0,0,True
ZBTB4,bladder,ZBTB4-202,USP20,USP20-203,5.048197727784886,0.11577308425125687,0.8842269157487431,uterus,ZBTB4-202,ZBTB4,0,5.004481624182246,0.8842269157487431,0.11577308425125687,0.0,0,True
TET2,bladder,TET2-201,METTL23,METTL23-209,5.042724375522693,0.06916806916806915,0.9308319308319308,uterus,TET2-201,COQ9,0,5.880599476907309,0.9308319308319309,0.06916806916806906,0.0,0,True
HIRA,bladder,HIRA-201,UBP1,UBP1-204,5.041061606410531,0.11772503191942121,0.8822749680805788,uterus,HIRA-201,MON1B,0,3.926141062426068,0.8822749680805787,0.1177250319194213,0.0,0,True
DNMT1,bladder,DNMT1-214,LRPPRC,LRPPRC-208,5.0374830927460055,0.10407746204748933,0.8959225379525106,uterus,DNMT1-219,CPLX3,0,4.319738265035625,0.9092153188622439,0.09078468113775606,0.0,0,True
HDAC1,bladder,HDAC1-201,LDHB,0,5.03524333669645,0.1298106786430903,0.8701893213569097,uterus,HDAC1-206,SNX5,SNX5-218,5.802852937048785,0.9067870729960372,0.09321292700396278,0.0,0,True
NFIC,bladder,NFIC-206,PJA2,0,5.022821468102877,0.10175696694386577,0.8982430330561342,uterus,NFIC-206,NFIC,0,5.975319404717824,0.8982430330561342,0.10175696694386582,0.0,0,True
LMO3,bladder,LMO3-215,LIMD2,0,5.017720373384763,0.21543479158352485,0.7845652084164751,uterus,LMO3-215,LMO3,LMO3-229,6.108465147913093,0.784565208416475,0.21543479158352496,0.0,0,True
BCLAF1,bladder,BCLAF1-211,MYO15B,MYO15B-233,5.0165928499920085,0.05737737898845204,0.9426226210115479,uterus,BCLAF1-206,BRAF,0,5.9397601660128645,0.9217870375758986,0.07821296242410136,0.0,0,True
PIR,bladder,PIR-205,RMDN1,RMDN1-216,5.007074715068452,0.0,0.0,uterus,PIR-201,PIR,0,6.418833567005786,0.7270165028740961,0.27298349712590386,-3.57699672897307,Downregulated,True
MECP2,bladder,MECP2-209,TMEM192,0,5.005143814969746,0.14968958381237057,0.8503104161876294,uterus,MECP2-205,RPS20,RPS20-210,5.780051817129677,0.896202061472746,0.10379793852725405,0.0,0,True
TRIM25,bladder,TRIM25-203,CNPY2,CNPY2-209,4.998350522706782,0.1194836824159766,0.8805163175840234,uterus,TRIM25-201,TRIM25,0,6.234582022245905,0.8892437744648956,0.11075622553510445,0.0,0,True
MBD3,bladder,MBD3-208,MYO1A,0,4.996797580108387,0.0,0.0,uterus,MBD3-202,MBD3,0,5.455834497491743,0.8996573992250696,0.1003426007749304,0.0,0,True
PURA,bladder,PURA-201,AQR,AQR-201,4.995699411825723,0.11265536098989115,0.8873446390101088,uterus,PURA-201,DNAJB14,DNAJB14-205,4.664520529342082,0.8873446390101088,0.11265536098989115,0.0,0,True
CXXC1,bladder,CXXC1-209,USF2,USF2-206,4.987159870753193,0.11120713591559075,0.8887928640844093,uterus,CXXC1-206,MUS81,MUS81-209,4.611659428353044,0.9018302828618969,0.09816971713810307,0.0,0,True
RUNX3,bladder,RUNX3-201,ACTN1,ACTN1-219,4.981427486155131,0.2160103015344994,0.7839896984655006,uterus,RUNX3-201,SLC6A17,SLC6A17-201,4.011121188348308,0.7839896984655006,0.2160103015344994,0.0,0,True
POU6F1,bladder,POU6F1-201,CD81,CD81-203,4.97685376885013,0.07444441536005032,0.9255555846399497,uterus,POU6F1-210,TXNRD2,0,6.08638878316564,0.0,0.0,5.52640420578699,Upregulated,True
SIN3B,bladder,SIN3B-211,DHX40,DHX40-204,4.974472629469916,0.07593918335937319,0.9240608166406268,uterus,SIN3B-206,SPPL2B,SPPL2B-212,5.681598002011366,0.9469526425103276,0.053047357489672375,0.0,0,True
PRMT5,bladder,PRMT5-202,RMDN3,0,4.971517247207858,0.11046061489055775,0.8895393851094422,uterus,PRMT5-202,FARSA,FARSA-201,4.223240242296419,0.8895393851094423,0.1104606148905577,0.0,0,True
PCBD1,bladder,PCBD1-203,SKIC2,0,4.96699433239588,0.18135235348645593,0.818647646513544,uterus,PCBD1-201,SPR,SPR-201,6.201554969770513,0.8371758805279149,0.16282411947208508,0.0,0,True
PRRX1,bladder,PRRX1-207,RFK,RFK-201,4.952418298343287,0.03102044468304029,0.9689795553169597,uterus,PRRX1-205,PRUNE1,PRUNE1-209,4.683801309111006,0.0,0.0,2.09659755746123,Upregulated,True
ZNF160,bladder,ZNF160-210,MED12,MED12-207,4.950411403860879,0.07738857209356455,0.9226114279064355,uterus,ZNF160-213,ARFGEF1,ARFGEF1-204,7.714997399681158,0.9260053329489766,0.07399466705102342,0.0,0,True
ZNF461,bladder,ZNF461-202,DGAT1,DGAT1-204,4.949751369656907,0.12273476112026359,0.8772652388797364,uterus,ZNF461-202,ZNF155,0,3.922849430439837,0.8772652388797364,0.1227347611202636,0.0,0,True
PA2G4,bladder,PA2G4-201,GPATCH11,0,4.949415709832158,0.131462172875688,0.868537827124312,uterus,PA2G4-206,HMGB1,HMGB1-201,5.071209210973127,0.8681032988618638,0.13189670113813623,0.0,0,True
E4F1,bladder,E4F1-209,SPG7,SPG7-207,4.937676538227561,0.09772859851246901,0.902271401487531,uterus,E4F1-209,SNAPC4,SNAPC4-201,5.246669817047619,0.9022714014875309,0.09772859851246907,0.0,0,True
PAWR,bladder,PAWR-201,EPHA5,0,4.935981587268569,0.07471644184415958,0.9252835581558404,uterus,PAWR-201,PAWR,0,9.198920317856334,0.9252835581558405,0.07471644184415949,0.0,0,True
CHD4,bladder,CHD4-206,NARF,NARF-204,4.921800851926204,0.10428560386046666,0.8957143961395333,uterus,CHD4-203,AGPAT2,0,4.686018573200938,0.8722974103633278,0.12770258963667225,0.0,0,True
MBD2,bladder,MBD2-201,NEPRO,0,4.921749663910453,0.13495461920152174,0.8650453807984783,uterus,MBD2-203,PGRMC1,0,4.525066805826208,0.8545527534007814,0.1454472465992186,0.0,0,True
STAT1,bladder,STAT1-201,ATP1A3,0,4.9083654376453225,0.13677280126804608,0.863227198731954,uterus,STAT1-201,STAT1,0,5.3301790846127375,0.863227198731954,0.13677280126804603,0.0,0,True
NFATC4,bladder,NFATC4-220,PABPN1,PABPN1-207,4.901334733197508,0.08445944382482659,0.9155405561751734,uterus,NFATC4-220,NFATC4,NFATC4-224,3.9271266530753,0.9155405561751735,0.08445944382482651,0.0,0,True
FOXP4,bladder,FOXP4-201,CTPS1,CTPS1-210,4.896496837715421,0.06378003040142477,0.9362199695985752,uterus,FOXP4-203,STAB2,0,4.180574542092964,0.9239932318104906,0.07600676818950935,0.0,0,True
HMGB1,bladder,HMGB1-205,PCDHGA6,0,4.892704989532237,0.11044256930290325,0.8895574306970968,uterus,HMGB1-201,TMED2,TMED2-201,5.320922091181856,0.9100527186175758,0.08994728138242425,0.0,0,True
SMARCD3,bladder,SMARCD3-212,DIAPH2,0,4.891465645042223,0.10837087057984386,0.8916291294201562,uterus,SMARCD3-206,SMARCD3,0,5.104523775255599,0.887282269853291,0.11271773014670905,0.0,0,True
SNW1,bladder,SNW1-205,SP5,SP5-201,4.888060241147661,0.09993639535107839,0.9000636046489217,uterus,SNW1-201,EIF3B,EIF3B-210,3.8904008544738233,0.8880188230778959,0.11198117692210408,0.0,0,True
ZNF195,bladder,ZNF195-219,ADAM8,0,4.871352250531597,0.0,0.0,uterus,ZNF195-204,ZNF195,0,4.420033572359476,0.8531573632670315,0.1468426367329685,0.0,0,True
RFX2,bladder,RFX2-209,SPATA20,SPATA20-204,4.851494784458232,0.08621788065406667,0.9137821193459333,uterus,RFX2-201,RFX2,0,7.831103876540629,0.935695560901397,0.06430443909860295,0.0,0,True
PBRM1,bladder,PBRM1-219,RPL18,RPL18-203,4.849345083501173,0.12279138827023015,0.8772086117297698,uterus,PBRM1-203,PBRM1,0,7.171797793117333,0.8931569704290978,0.10684302957090219,0.0,0,True
KAT7,bladder,KAT7-202,GPATCH3,GPATCH3-201,4.845363385521453,0.11452574724787361,0.8854742527521264,uterus,KAT7-202,RPRD2,RPRD2-202,4.477434396737668,0.8854742527521263,0.11452574724787368,0.0,0,True
SMARCC2,bladder,SMARCC2-211,NUCB1,NUCB1-212,4.843899215826774,0.09268077601410933,0.9073192239858907,uterus,SMARCC2-207,MAPK8IP3,MAPK8IP3-210,4.046786451956233,0.921942833112763,0.07805716688723696,0.0,0,True
MAML2,bladder,MAML2-201,CREB1,CREB1-201,4.842349627295118,0.17312886749828105,0.826871132501719,uterus,MAML2-201,MAML2,0,4.409256501983642,0.826871132501719,0.17312886749828105,0.0,0,True
ZHX3,bladder,ZHX3-204,SMTN,SMTN-219,4.841743617311167,0.14206848594833868,0.8579315140516613,uterus,ZHX3-204,ZHX3,0,5.857476419598473,0.8579315140516612,0.14206848594833876,0.0,0,True
SF1,bladder,SF1-201,IPO5,IPO5-201,4.836521164071152,0.1198758864315244,0.8801241135684756,uterus,SF1-204,ATP9B,0,6.3526002772678725,0.9050944402336859,0.0949055597663141,0.0,0,True
HDGF,bladder,HDGF-203,SEC11A,SEC11A-208,4.829509919545051,0.12644573111170881,0.8735542688882911,uterus,HDGF-207,FADS3,FADS3-211,4.421246075345033,0.9360984875808507,0.06390151241914932,0.0,0,True
BPTF,bladder,BPTF-217,GLB1L2,0,4.827879145993716,0.08269279001490097,0.9173072099850991,uterus,BPTF-203,GPRASP2,GPRASP2-201,3.842424999665909,0.9170530631829187,0.08294693681708132,0.0,0,True
DDX5,bladder,DDX5-204,RAD51D,RAD51D-203,4.812962552093318,0.07868525896414345,0.9213147410358565,uterus,DDX5-227,EIF1,EIF1-202,5.69565977957772,0.9109275222681195,0.08907247773188054,0.0,0,True
NRIP1,bladder,NRIP1-201,PTPN14,PTPN14-204,4.809482206346328,0.11681756269529678,0.8831824373047032,uterus,NRIP1-201,GPR37L1,0,4.013150100945482,0.8831824373047031,0.11681756269529686,0.0,0,True
ZFP90,bladder,ZFP90-201,THBS3,THBS3-201,4.809338069728263,0.088652346001614,0.911347653998386,uterus,ZFP90-212,ZSCAN26,0,5.058961705204842,0.9270826569703267,0.07291734302967334,0.0,0,True
TET1,bladder,TET1-201,DHX58,DHX58-205,4.802728223338296,0.06282828282828283,0.9371717171717172,uterus,TET1-201,EPHB4,EPHB4-206,3.876491501343186,0.9371717171717172,0.06282828282828279,0.0,0,True
TAF4,bladder,TAF4-206,SAFB,SAFB-212,4.802093247147132,0.07373113854595335,0.9262688614540466,uterus,TAF4-201,TAF4,0,5.463726639995464,0.9069137562366358,0.09308624376336416,0.0,0,True
NFYB,bladder,NFYB-205,AGO2,0,4.801939163605981,0.15999436143219622,0.8400056385678037,uterus,NFYB-205,NFYB,0,5.2959377010206445,0.8400056385678037,0.15999436143219625,0.0,0,True
ZNF202,bladder,ZNF202-201,WDR46,0,4.799202275859597,0.11296607655029185,0.8870339234497081,uterus,ZNF202-206,ZNF202,0,4.6070409243805726,0.9154499747513557,0.0845500252486443,0.0,0,True
PIAS3,bladder,PIAS3-204,NT5DC1,0,4.798705566211206,0.10623338619965594,0.8937666138003441,uterus,PIAS3-206,CDK5RAP3,CDK5RAP3-223,5.958706773720575,0.8896880769138555,0.11031192308614446,0.0,0,True
KDM3B,bladder,KDM3B-206,MT-ND6,0,4.788326909379099,0.1281982224616213,0.8718017775383787,uterus,KDM3B-201,ZSCAN25,ZSCAN25-204,4.992346958399303,0.8770847854226824,0.12291521457731758,0.0,0,True
TFDP1,bladder,TFDP1-204,FANCA,FANCA-202,4.784086371084577,0.18107516979394495,0.818924830206055,uterus,TFDP1-201,TFDP1,0,4.874032497645965,0.8874091641582291,0.11259083584177088,0.0,0,True
KAT2A,bladder,KAT2A-202,LAMB2,LAMB2-206,4.780903665592739,0.0822151026806797,0.9177848973193203,uterus,KAT2A-203,UBQLNL,UBQLNL-201,4.893407047103588,0.8998828416231759,0.10011715837682411,0.0,0,True
NSD2,bladder,NSD2-204,UCHL5,UCHL5-205,4.764503626955165,0.11951974523552861,0.8804802547644714,uterus,NSD2-204,NSD2,NSD2-207,4.08497537375479,0.8804802547644713,0.11951974523552866,0.0,0,True
TRIM28,bladder,TRIM28-201,EPN1,EPN1-207,4.764156482639584,0.09460871341602234,0.9053912865839777,uterus,TRIM28-210,TRIM28,TRIM28-215,5.636904317618882,0.9145987428369474,0.08540125716305258,0.0,0,True
ELK3,bladder,ELK3-201,ACTC1,0,4.763549527962928,0.07528172632705595,0.924718273672944,uterus,ELK3-201,ELK3,0,4.7771837926062215,0.924718273672944,0.07528172632705599,0.0,0,True
KAT8,bladder,KAT8-205,HNRNPK,HNRNPK-206,4.757456231579552,0.10825371673579716,0.8917462832642028,uterus,KAT8-204,PHYKPL,PHYKPL-208,4.930583157382382,0.9152039073158986,0.08479609268410138,0.0,0,True
ATF5,bladder,ATF5-202,NFATC4,0,4.7539631052525895,0.0,0.0,uterus,ATF5-201,ATF5,0,3.946570572378424,0.8190265084908075,0.1809734915091925,0.0,0,True
HOXD8,bladder,HOXD8-203,NOL4,NOL4-201,4.7538289184070495,0.030825340604232775,0.9691746593957672,uterus,HOXD8-202,HOXD8,HOXD8-203,4.479578075307432,0.9743604738999273,0.025639526100072696,2.18404751461279,Upregulated,True
NFE2L1,bladder,NFE2L1-203,NRBP1,NRBP1-203,4.749056667507248,0.11544357348934663,0.8845564265106534,uterus,NFE2L1-201,RCBTB1,RCBTB1-202,4.319722983659291,0.9239509673598527,0.07604903264014728,0.0,0,True
THAP11,bladder,THAP11-201,ST3GAL6,ST3GAL6-214,4.747619648326539,0.11723201929055509,0.882767980709445,uterus,THAP11-201,THAP11,0,5.412396544782251,0.8827679807094448,0.11723201929055516,0.0,0,True
MZF1,bladder,MZF1-208,ZMIZ2,ZMIZ2-212,4.7467932885256685,0.07877759897939957,0.9212224010206005,uterus,MZF1-207,HDHD3,HDHD3-201,4.75321927857385,0.9022356692513951,0.09776433074860491,0.0,0,True
MYOCD,bladder,MYOCD-203,PTCHD1,0,4.74143303383696,0.16815284310698664,0.8318471568930134,uterus,MYOCD-203,MYOCD,0,5.813932426624734,0.8318471568930135,0.16815284310698653,0.0,0,True
NR1H3,bladder,NR1H3-235,ACSL5,ACSL5-203,4.741305040171497,0.0,0.0,uterus,NR1H3-217,NR1H3,NR1H3-225,4.1860480217336375,0.8508942002339963,0.1491057997660037,0.0,0,True
ZNF175,bladder,ZNF175-201,ACP6,ACP6-206,4.738722469456659,0.1058829501040557,0.8941170498959443,uterus,ZNF175-201,ZNF175,0,5.533853669613246,0.8941170498959442,0.1058829501040558,0.0,0,True
TRIM22,bladder,TRIM22-201,PLEKHA6,0,4.737676513032743,0.09775041212340152,0.9022495878765985,uterus,TRIM22-210,TRIM22,0,4.786588187753457,0.9099581335704424,0.09004186642955758,0.0,0,True
ZBTB48,bladder,ZBTB48-205,NCKAP5,0,4.728194965667062,0.0,0.0,uterus,ZBTB48-202,ZBTB48,0,5.784416637415029,0.9004432301153612,0.0995567698846388,-5.11165504416959,Downregulated,True
CTBP1,bladder,CTBP1-211,SGSM2,SGSM2-207,4.725131707107023,0.09244352839595582,0.9075564716040442,uterus,CTBP1-202,PLCE1,PLCE1-203,6.110169842957186,0.8940384817579645,0.10596151824203548,0.0,0,True
DEAF1,bladder,DEAF1-206,CDK20,CDK20-205,4.719662432027877,0.0909457100657924,0.9090542899342076,uterus,DEAF1-201,DEAF1,0,6.145918917808607,0.9002382883583319,0.09976171164166814,0.0,0,True
ZEB2,bladder,ZEB2-218,WNK1,WNK1-202,4.714398810414244,0.09839741475961226,0.9016025852403877,uterus,ZEB2-218,SLC10A7,0,5.565140820255013,0.9016025852403876,0.09839741475961239,0.0,0,True
YAP1,bladder,YAP1-201,ADPRH,ADPRH-201,4.713429708799474,0.1155664037428801,0.8844335962571199,uterus,YAP1-208,CLIP1,0,6.0778509493811645,0.8939886760631248,0.10601132393687518,0.0,0,True
IRF9,bladder,IRF9-207,ANGPTL7,ANGPTL7-201,4.711562413685342,0.0,0.0,uterus,IRF9-210,IRF9,IRF9-206,4.995312107848812,0.8772497655706465,0.12275023442935351,-2.99388298181101,Downregulated,True
CIC,bladder,CIC-203,ELF2,ELF2-204,4.698854273153765,0.08673858093915775,0.9132614190608422,uterus,CIC-204,SMYD5,SMYD5-202,6.197005013353637,0.9467628749292586,0.05323712507074141,0.0,0,True
NONO,bladder,NONO-211,FARP2,FARP2-222,4.694230361206664,0.0924461528944219,0.9075538471055781,uterus,NONO-214,PTK7,PTK7-218,5.760495201617903,0.0,0.0,2.43808395043983,Upregulated,True
ATOH8,bladder,ATOH8-201,RFX3,0,4.690998879308047,0.11929561900687986,0.8807043809931201,uterus,ATOH8-201,ATOH8,0,5.790178813132862,0.8807043809931202,0.1192956190068798,0.0,0,True
ATF6B,bladder,ATF6B-213,AMPD2,AMPD2-213,4.6876901077928,0.09259895620798521,0.9074010437920148,uterus,ATF6B-210,CH25H,CH25H-201,4.444278255711466,0.888566712082508,0.11143328791749196,0.0,0,True
KMT2A,bladder,KMT2A-205,CC2D1A,CC2D1A-205,4.68603040891135,0.09551272322557802,0.904487276774422,uterus,KMT2A-213,KMT2A,0,5.541660843466387,0.8969991121043128,0.10300088789568718,0.0,0,True
ARID1B,bladder,ARID1B-211,PLEKHM3,PLEKHM3-201,4.682858772874462,0.10580817185547907,0.8941918281445209,uterus,ARID1B-206,NF1,NF1-218,4.9433701739024105,0.9106772422208663,0.08932275777913368,0.0,0,True
TGFB1I1,bladder,TGFB1I1-204,PLEKHG3,PLEKHG3-201,4.680307362238658,0.05973921888967663,0.9402607811103234,uterus,TGFB1I1-203,TGFB1I1,0,5.748910584228528,0.9256024619970756,0.07439753800292437,0.0,0,True
MYRF,bladder,MYRF-201,SHOC1,0,4.677855159598857,0.004152769334406783,0.9958472306655932,uterus,MYRF-205,MYRF,MYRF-207,5.4971451786951775,0.0,0.0,4.84657483650455,Upregulated,True
ELK4,bladder,ELK4-202,TMED10,TMED10-201,4.677078880965372,0.12189725842135563,0.8781027415786444,uterus,ELK4-202,OTUD4,OTUD4-202,5.278087153761724,0.8781027415786444,0.12189725842135557,0.0,0,True
SON,bladder,SON-207,DCP1A,DCP1A-206,4.675513047003824,0.11208355023425293,0.887916449765747,uterus,SON-201,MCM3AP,MCM3AP-201,5.248895124142206,0.8989573165170925,0.10104268348290746,0.0,0,True
NCOA4,bladder,NCOA4-204,ZNF764,ZNF764-203,4.6730737422818605,0.15457130705273087,0.8454286929472692,uterus,NCOA4-204,ATMIN,ATMIN-201,6.982364056397381,0.8454286929472692,0.1545713070527308,0.0,0,True
E2F4,bladder,E2F4-208,CUZD1,0,4.66741276729479,0.07532018487810041,0.9246798151218996,uterus,E2F4-208,KLC2,0,4.389553175386216,0.9246798151218996,0.07532018487810044,0.0,0,True
USF1,bladder,USF1-203,SRSF7,SRSF7-203,4.665494045574789,0.10264950951628157,0.8973504904837184,uterus,USF1-204,NRDC,NRDC-204,4.7575168842545335,0.8829244609562701,0.11707553904372991,0.0,0,True
TEAD1,bladder,TEAD1-206,ZMYND11,ZMYND11-202,4.6527668814646646,0.18934489517134873,0.8106551048286512,uterus,TEAD1-203,TEAD1,0,5.29208843735857,0.816410391275405,0.18358960872459495,0.0,0,True
CREB3,bladder,CREB3-201,AARS1,AARS1-201,4.647005911335166,0.11043318810143248,0.8895668118985676,uterus,CREB3-201,CREB3,0,5.756516096561841,0.8895668118985675,0.11043318810143254,0.0,0,True
KAT2B,bladder,KAT2B-201,MAP3K6,MAP3K6-203,4.646497311401631,0.12599710129368183,0.8740028987063182,uterus,KAT2B-201,KAT2B,0,8.206286445773953,0.8740028987063182,0.1259971012936818,0.0,0,True
MEIS3,bladder,MEIS3-204,COQ8A,COQ8A-206,4.645193152499106,0.027650753066032343,0.9723492469339676,uterus,MEIS3-209,ANO3,0,5.221899044366103,0.9859324847814056,0.014067515218594395,2.52938722013943,Upregulated,True
RARB,bladder,RARB-201,CLASP2,CLASP2-213,4.640918905867816,0.09956421285947747,0.9004357871405225,uterus,RARB-201,RARB,0,6.066672734021267,0.9004357871405225,0.09956421285947747,0.0,0,True
DNMT3B,bladder,DNMT3B-203,PPIL4,PPIL4-202,4.640539620346137,0.10833779443254819,0.8916622055674518,uterus,DNMT3B-203,SLC7A11,0,3.943840221696448,0.8916622055674518,0.1083377944325482,0.0,0,True
ELF4,bladder,ELF4-202,MESD,0,4.639419710625042,0.12714305407425142,0.8728569459257486,uterus,ELF4-202,ELF4,0,6.329556899107975,0.8728569459257486,0.12714305407425142,0.0,0,True
ZNF444,bladder,ZNF444-201,ZNF444,0,4.638863375585848,0.11789649237975273,0.8821035076202473,uterus,ZNF444-211,FCGRT,FCGRT-208,5.826569764276831,0.8865404419951013,0.11345955800489871,0.0,0,True
SFPQ,bladder,SFPQ-206,PPP3CC,PPP3CC-202,4.638812983800419,0.09359386348494102,0.906406136515059,uterus,SFPQ-205,SFPQ,0,6.465887701562986,0.9183530358440829,0.0816469641559171,0.0,0,True
DMTF1,bladder,DMTF1-209,GEMIN4,GEMIN4-205,4.631680711961663,0.07758153646115501,0.922418463538845,uterus,DMTF1-223,FANCL,FANCL-209,6.1661176339470005,0.9257698359181838,0.07423016408181615,0.0,0,True
WWTR1,bladder,WWTR1-201,CIDEB,CIDEB-203,4.628484820691204,0.15419623342016228,0.8458037665798377,uterus,WWTR1-203,WWTR1,0,4.97003083563764,0.850694548304309,0.14930545169569098,0.0,0,True
ATRX,bladder,ATRX-201,PDK2,PDK2-216,4.627888603256846,0.10166899278902072,0.8983310072109792,uterus,ATRX-201,SDE2,0,5.6442214826745065,0.8983310072109792,0.10166899278902075,0.0,0,True
ZMYND8,bladder,ZMYND8-217,PABIR2,0,4.627581060490884,0.0,0.0,uterus,ZMYND8-205,ZMYND8,0,7.191313340388533,0.8023560375042704,0.19764396249572957,-5.08908404622441,Downregulated,True
